freq,v_out1,v_out2,v_out3,v_out4,v_out5,v_out6,v_out7,v_out numF 73  (V),v_out numF 82  (V),v_out numF 91  (V),v_out numF 100  (V),/v_in numF 10  (V),/v_in numF 19  (V),/v_in numF 28  (V),/v_in numF 37  (V),/v_in numF 46  (V),/v_in numF 55  (V),/v_in numF 64  (V),/v_in numF 73  (V),/v_in numF 82  (V),/v_in numF 91  (V),v_in
37.15E3,411.1E-6,216.4E-6,146.9E-6,111.2E-6,89.43E-6,74.80E-6,64.28E-6,56.36E-6,50.17E-6,45.21E-6,41.14E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
38.02E3,401.7E-6,211.5E-6,143.5E-6,108.6E-6,87.39E-6,73.09E-6,62.81E-6,55.07E-6,49.03E-6,44.18E-6,40.20E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
38.90E3,392.6E-6,206.7E-6,140.3E-6,106.2E-6,85.40E-6,71.43E-6,61.38E-6,53.82E-6,47.91E-6,43.17E-6,39.29E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
39.81E3,383.6E-6,202.0E-6,137.1E-6,103.7E-6,83.45E-6,69.80E-6,59.98E-6,52.59E-6,46.82E-6,42.19E-6,38.39E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
40.74E3,374.9E-6,197.4E-6,134.0E-6,101.4E-6,81.55E-6,68.21E-6,58.62E-6,51.39E-6,45.75E-6,41.23E-6,37.52E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
41.69E3,366.3E-6,192.9E-6,130.9E-6,99.07E-6,79.69E-6,66.65E-6,57.28E-6,50.22E-6,44.71E-6,40.29E-6,36.66E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
42.66E3,358.0E-6,188.5E-6,127.9E-6,96.81E-6,77.87E-6,65.13E-6,55.98E-6,49.08E-6,43.69E-6,39.37E-6,35.83E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
43.65E3,349.8E-6,184.2E-6,125.0E-6,94.60E-6,76.10E-6,63.65E-6,54.70E-6,47.96E-6,42.69E-6,38.47E-6,35.01E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
44.67E3,341.9E-6,180.0E-6,122.2E-6,92.45E-6,74.36E-6,62.20E-6,53.45E-6,46.86E-6,41.72E-6,37.60E-6,34.21E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
45.71E3,334.1E-6,175.9E-6,119.4E-6,90.34E-6,72.67E-6,60.78E-6,52.23E-6,45.80E-6,40.77E-6,36.74E-6,33.43E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
46.77E3,326.5E-6,171.9E-6,116.6E-6,88.28E-6,71.01E-6,59.39E-6,51.04E-6,44.75E-6,39.84E-6,35.90E-6,32.67E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
47.86E3,319.0E-6,168.0E-6,114.0E-6,86.27E-6,69.39E-6,58.04E-6,49.88E-6,43.73E-6,38.93E-6,35.08E-6,31.92E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
48.98E3,311.7E-6,164.1E-6,111.4E-6,84.30E-6,67.81E-6,56.72E-6,48.74E-6,42.73E-6,38.04E-6,34.28E-6,31.20E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
50.12E3,304.6E-6,160.4E-6,108.8E-6,82.38E-6,66.26E-6,55.42E-6,47.63E-6,41.76E-6,37.18E-6,33.50E-6,30.49E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
51.29E3,297.7E-6,156.7E-6,106.4E-6,80.50E-6,64.75E-6,54.16E-6,46.54E-6,40.81E-6,36.33E-6,32.74E-6,29.79E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
52.48E3,290.9E-6,153.1E-6,103.9E-6,78.66E-6,63.28E-6,52.92E-6,45.48E-6,39.88E-6,35.50E-6,31.99E-6,29.11E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
53.70E3,284.3E-6,149.7E-6,101.6E-6,76.87E-6,61.83E-6,51.72E-6,44.45E-6,38.97E-6,34.69E-6,31.26E-6,28.45E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
54.95E3,277.8E-6,146.2E-6,99.25E-6,75.12E-6,60.42E-6,50.54E-6,43.43E-6,38.08E-6,33.90E-6,30.55E-6,27.80E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
56.23E3,271.4E-6,142.9E-6,96.99E-6,73.40E-6,59.04E-6,49.38E-6,42.44E-6,37.21E-6,33.13E-6,29.85E-6,27.16E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
57.54E3,265.2E-6,139.6E-6,94.77E-6,71.73E-6,57.70E-6,48.26E-6,41.47E-6,36.36E-6,32.37E-6,29.17E-6,26.54E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
58.88E3,259.2E-6,136.5E-6,92.61E-6,70.09E-6,56.38E-6,47.16E-6,40.53E-6,35.53E-6,31.63E-6,28.50E-6,25.94E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
60.26E3,253.3E-6,133.3E-6,90.50E-6,68.49E-6,55.09E-6,46.08E-6,39.60E-6,34.72E-6,30.91E-6,27.85E-6,25.35E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
61.66E3,247.5E-6,130.3E-6,88.43E-6,66.93E-6,53.84E-6,45.03E-6,38.70E-6,33.93E-6,30.20E-6,27.22E-6,24.77E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
63.10E3,241.8E-6,127.3E-6,86.41E-6,65.40E-6,52.61E-6,44.00E-6,37.81E-6,33.15E-6,29.51E-6,26.60E-6,24.20E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
64.57E3,236.3E-6,124.4E-6,84.44E-6,63.91E-6,51.41E-6,43.00E-6,36.95E-6,32.40E-6,28.84E-6,25.99E-6,23.65E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
66.07E3,230.9E-6,121.6E-6,82.51E-6,62.45E-6,50.23E-6,42.01E-6,36.11E-6,31.66E-6,28.18E-6,25.40E-6,23.11E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
67.61E3,225.6E-6,118.8E-6,80.63E-6,61.02E-6,49.09E-6,41.05E-6,35.28E-6,30.93E-6,27.54E-6,24.82E-6,22.58E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
69.18E3,220.5E-6,116.1E-6,78.79E-6,59.63E-6,47.96E-6,40.12E-6,34.48E-6,30.23E-6,26.91E-6,24.25E-6,22.07E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
70.79E3,215.5E-6,113.4E-6,76.99E-6,58.27E-6,46.87E-6,39.20E-6,33.69E-6,29.54E-6,26.29E-6,23.69E-6,21.56E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
72.44E3,210.5E-6,110.8E-6,75.23E-6,56.93E-6,45.80E-6,38.30E-6,32.92E-6,28.86E-6,25.69E-6,23.15E-6,21.07E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
74.13E3,205.7E-6,108.3E-6,73.51E-6,55.63E-6,44.75E-6,37.43E-6,32.17E-6,28.20E-6,25.11E-6,22.62E-6,20.59E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
75.86E3,201.0E-6,105.8E-6,71.83E-6,54.36E-6,43.73E-6,36.57E-6,31.43E-6,27.56E-6,24.53E-6,22.11E-6,20.12E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
77.62E3,196.4E-6,103.4E-6,70.19E-6,53.12E-6,42.73E-6,35.74E-6,30.71E-6,26.93E-6,23.97E-6,21.60E-6,19.66E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
79.43E3,191.9E-6,101.1E-6,68.58E-6,51.90E-6,41.75E-6,34.92E-6,30.01E-6,26.31E-6,23.42E-6,21.11E-6,19.21E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
81.28E3,187.5E-6,98.74E-6,67.01E-6,50.72E-6,40.80E-6,34.12E-6,29.32E-6,25.71E-6,22.89E-6,20.62E-6,18.77E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
83.18E3,183.3E-6,96.48E-6,65.48E-6,49.56E-6,39.86E-6,33.34E-6,28.65E-6,25.12E-6,22.36E-6,20.15E-6,18.34E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
85.11E3,179.1E-6,94.27E-6,63.98E-6,48.42E-6,38.95E-6,32.58E-6,28.00E-6,24.55E-6,21.85E-6,19.69E-6,17.92E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
87.10E3,175.0E-6,92.12E-6,62.52E-6,47.32E-6,38.06E-6,31.83E-6,27.36E-6,23.98E-6,21.35E-6,19.24E-6,17.51E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
89.13E3,171.0E-6,90.01E-6,61.09E-6,46.23E-6,37.19E-6,31.10E-6,26.73E-6,23.44E-6,20.86E-6,18.80E-6,17.11E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
91.20E3,167.0E-6,87.95E-6,59.69E-6,45.17E-6,36.34E-6,30.39E-6,26.12E-6,22.90E-6,20.39E-6,18.37E-6,16.72E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
93.33E3,163.2E-6,85.93E-6,58.32E-6,44.14E-6,35.50E-6,29.70E-6,25.52E-6,22.37E-6,19.92E-6,17.95E-6,16.33E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
95.50E3,159.5E-6,83.96E-6,56.98E-6,43.13E-6,34.69E-6,29.02E-6,24.94E-6,21.86E-6,19.46E-6,17.54E-6,15.96E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
97.72E3,155.8E-6,82.04E-6,55.68E-6,42.14E-6,33.90E-6,28.35E-6,24.36E-6,21.36E-6,19.02E-6,17.14E-6,15.59E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
100.0E3,152.3E-6,80.16E-6,54.40E-6,41.17E-6,33.12E-6,27.70E-6,23.81E-6,20.87E-6,18.58E-6,16.74E-6,15.24E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
102.3E3,148.8E-6,78.32E-6,53.15E-6,40.23E-6,32.36E-6,27.07E-6,23.26E-6,20.39E-6,18.15E-6,16.36E-6,14.89E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
104.7E3,145.3E-6,76.52E-6,51.94E-6,39.31E-6,31.62E-6,26.44E-6,22.73E-6,19.93E-6,17.74E-6,15.98E-6,14.55E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
107.2E3,142.0E-6,74.77E-6,50.74E-6,38.40E-6,30.89E-6,25.84E-6,22.20E-6,19.47E-6,17.33E-6,15.62E-6,14.21E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
109.6E3,138.8E-6,73.05E-6,49.58E-6,37.52E-6,30.18E-6,25.24E-6,21.70E-6,19.02E-6,16.93E-6,15.26E-6,13.89E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
112.2E3,135.6E-6,71.37E-6,48.44E-6,36.66E-6,29.49E-6,24.66E-6,21.20E-6,18.58E-6,16.54E-6,14.91E-6,13.57E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
114.8E3,132.5E-6,69.73E-6,47.33E-6,35.82E-6,28.81E-6,24.10E-6,20.71E-6,18.16E-6,16.16E-6,14.57E-6,13.26E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
117.5E3,129.4E-6,68.13E-6,46.24E-6,35.00E-6,28.15E-6,23.54E-6,20.23E-6,17.74E-6,15.79E-6,14.23E-6,12.95E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
120.2E3,126.4E-6,66.56E-6,45.18E-6,34.19E-6,27.50E-6,23.00E-6,19.77E-6,17.33E-6,15.43E-6,13.90E-6,12.65E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
123.0E3,123.5E-6,65.03E-6,44.14E-6,33.40E-6,26.87E-6,22.47E-6,19.31E-6,16.93E-6,15.07E-6,13.58E-6,12.36E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
125.9E3,120.7E-6,63.54E-6,43.12E-6,32.63E-6,26.25E-6,21.96E-6,18.87E-6,16.54E-6,14.73E-6,13.27E-6,12.08E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
128.8E3,117.9E-6,62.07E-6,42.13E-6,31.88E-6,25.65E-6,21.45E-6,18.43E-6,16.16E-6,14.39E-6,12.97E-6,11.80E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
131.8E3,115.2E-6,60.64E-6,41.16E-6,31.15E-6,25.06E-6,20.96E-6,18.01E-6,15.79E-6,14.06E-6,12.67E-6,11.53E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
134.9E3,112.5E-6,59.24E-6,40.21E-6,30.43E-6,24.48E-6,20.47E-6,17.59E-6,15.43E-6,13.73E-6,12.37E-6,11.26E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
138.0E3,109.9E-6,57.88E-6,39.28E-6,29.73E-6,23.91E-6,20.00E-6,17.19E-6,15.07E-6,13.42E-6,12.09E-6,11.00E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
141.3E3,107.4E-6,56.54E-6,38.37E-6,29.04E-6,23.36E-6,19.54E-6,16.79E-6,14.72E-6,13.11E-6,11.81E-6,10.75E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
144.5E3,104.9E-6,55.24E-6,37.49E-6,28.37E-6,22.82E-6,19.09E-6,16.40E-6,14.38E-6,12.80E-6,11.54E-6,10.50E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
147.9E3,102.5E-6,53.96E-6,36.62E-6,27.72E-6,22.29E-6,18.65E-6,16.03E-6,14.05E-6,12.51E-6,11.27E-6,10.26E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
151.4E3,100.1E-6,52.71E-6,35.77E-6,27.07E-6,21.78E-6,18.22E-6,15.65E-6,13.72E-6,12.22E-6,11.01E-6,10.02E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
154.9E3,97.80E-6,51.49E-6,34.95E-6,26.45E-6,21.27E-6,17.79E-6,15.29E-6,13.41E-6,11.94E-6,10.76E-6,9.788E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
158.5E3,95.54E-6,50.30E-6,34.14E-6,25.84E-6,20.78E-6,17.38E-6,14.94E-6,13.10E-6,11.66E-6,10.51E-6,9.561E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
162.2E3,93.32E-6,49.13E-6,33.35E-6,25.24E-6,20.30E-6,16.98E-6,14.59E-6,12.79E-6,11.39E-6,10.26E-6,9.339E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
166.0E3,91.16E-6,47.99E-6,32.57E-6,24.65E-6,19.83E-6,16.59E-6,14.25E-6,12.50E-6,11.12E-6,10.02E-6,9.123E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
169.8E3,89.04E-6,46.88E-6,31.82E-6,24.08E-6,19.37E-6,16.20E-6,13.92E-6,12.21E-6,10.87E-6,9.792E-6,8.911E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
173.8E3,86.97E-6,45.79E-6,31.08E-6,23.52E-6,18.92E-6,15.82E-6,13.60E-6,11.92E-6,10.61E-6,9.564E-6,8.704E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
177.8E3,84.95E-6,44.72E-6,30.35E-6,22.97E-6,18.48E-6,15.46E-6,13.28E-6,11.64E-6,10.37E-6,9.342E-6,8.501E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
182.0E3,82.97E-6,43.68E-6,29.65E-6,22.44E-6,18.05E-6,15.10E-6,12.97E-6,11.37E-6,10.13E-6,9.124E-6,8.303E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
186.2E3,81.04E-6,42.66E-6,28.96E-6,21.91E-6,17.63E-6,14.74E-6,12.67E-6,11.11E-6,9.890E-6,8.912E-6,8.110E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
190.5E3,79.14E-6,41.67E-6,28.28E-6,21.40E-6,17.22E-6,14.40E-6,12.37E-6,10.85E-6,9.659E-6,8.704E-6,7.920E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
195.0E3,77.30E-6,40.69E-6,27.62E-6,20.90E-6,16.81E-6,14.06E-6,12.09E-6,10.60E-6,9.433E-6,8.500E-6,7.735E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
199.5E3,75.49E-6,39.74E-6,26.97E-6,20.41E-6,16.42E-6,13.73E-6,11.80E-6,10.35E-6,9.213E-6,8.302E-6,7.555E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
204.2E3,73.72E-6,38.81E-6,26.34E-6,19.94E-6,16.04E-6,13.41E-6,11.53E-6,10.11E-6,8.997E-6,8.107E-6,7.378E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
208.9E3,71.99E-6,37.90E-6,25.72E-6,19.47E-6,15.66E-6,13.10E-6,11.26E-6,9.869E-6,8.786E-6,7.917E-6,7.205E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
213.8E3,70.30E-6,37.01E-6,25.12E-6,19.01E-6,15.29E-6,12.79E-6,10.99E-6,9.637E-6,8.580E-6,7.731E-6,7.036E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
218.8E3,68.65E-6,36.14E-6,24.53E-6,18.56E-6,14.93E-6,12.49E-6,10.73E-6,9.411E-6,8.378E-6,7.550E-6,6.870E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
223.9E3,67.03E-6,35.29E-6,23.95E-6,18.13E-6,14.58E-6,12.20E-6,10.48E-6,9.189E-6,8.181E-6,7.372E-6,6.708E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
229.1E3,65.45E-6,34.46E-6,23.39E-6,17.70E-6,14.24E-6,11.91E-6,10.23E-6,8.973E-6,7.988E-6,7.198E-6,6.550E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
234.4E3,63.91E-6,33.65E-6,22.84E-6,17.28E-6,13.90E-6,11.63E-6,9.993E-6,8.761E-6,7.799E-6,7.028E-6,6.396E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
239.9E3,62.40E-6,32.85E-6,22.30E-6,16.87E-6,13.57E-6,11.35E-6,9.756E-6,8.554E-6,7.615E-6,6.862E-6,6.244E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
245.5E3,60.92E-6,32.07E-6,21.77E-6,16.47E-6,13.25E-6,11.08E-6,9.525E-6,8.351E-6,7.435E-6,6.699E-6,6.097E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
251.2E3,59.47E-6,31.31E-6,21.25E-6,16.08E-6,12.94E-6,10.82E-6,9.299E-6,8.153E-6,7.258E-6,6.540E-6,5.952E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
257.0E3,58.06E-6,30.57E-6,20.75E-6,15.70E-6,12.63E-6,10.56E-6,9.078E-6,7.959E-6,7.086E-6,6.385E-6,5.810E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
263.0E3,56.68E-6,29.84E-6,20.25E-6,15.33E-6,12.33E-6,10.31E-6,8.862E-6,7.770E-6,6.917E-6,6.233E-6,5.672E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
269.2E3,55.33E-6,29.13E-6,19.77E-6,14.96E-6,12.03E-6,10.07E-6,8.651E-6,7.584E-6,6.752E-6,6.084E-6,5.537E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
275.4E3,54.00E-6,28.43E-6,19.30E-6,14.60E-6,11.75E-6,9.825E-6,8.444E-6,7.403E-6,6.591E-6,5.939E-6,5.404E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
281.8E3,52.71E-6,27.75E-6,18.83E-6,14.25E-6,11.47E-6,9.590E-6,8.242E-6,7.226E-6,6.433E-6,5.797E-6,5.275E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
288.4E3,51.44E-6,27.08E-6,18.38E-6,13.91E-6,11.19E-6,9.360E-6,8.044E-6,7.052E-6,6.278E-6,5.657E-6,5.148E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
295.1E3,50.21E-6,26.43E-6,17.94E-6,13.58E-6,10.92E-6,9.135E-6,7.850E-6,6.882E-6,6.127E-6,5.521E-6,5.024E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
302.0E3,49.00E-6,25.80E-6,17.51E-6,13.25E-6,10.66E-6,8.914E-6,7.661E-6,6.717E-6,5.979E-6,5.388E-6,4.903E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
309.0E3,47.81E-6,25.17E-6,17.08E-6,12.93E-6,10.40E-6,8.699E-6,7.476E-6,6.554E-6,5.835E-6,5.258E-6,4.785E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
316.2E3,46.65E-6,24.56E-6,16.67E-6,12.62E-6,10.15E-6,8.488E-6,7.295E-6,6.395E-6,5.694E-6,5.130E-6,4.669E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
323.6E3,45.52E-6,23.97E-6,16.26E-6,12.31E-6,9.902E-6,8.282E-6,7.117E-6,6.240E-6,5.555E-6,5.006E-6,4.555E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
331.1E3,44.41E-6,23.38E-6,15.87E-6,12.01E-6,9.661E-6,8.080E-6,6.944E-6,6.088E-6,5.420E-6,4.884E-6,4.444E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
338.8E3,43.33E-6,22.81E-6,15.48E-6,11.72E-6,9.425E-6,7.883E-6,6.774E-6,5.939E-6,5.288E-6,4.765E-6,4.336E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
346.7E3,42.26E-6,22.25E-6,15.10E-6,11.43E-6,9.194E-6,7.690E-6,6.608E-6,5.794E-6,5.158E-6,4.648E-6,4.230E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
354.8E3,41.23E-6,21.71E-6,14.73E-6,11.15E-6,8.968E-6,7.501E-6,6.446E-6,5.652E-6,5.031E-6,4.534E-6,4.126E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
363.1E3,40.21E-6,21.17E-6,14.37E-6,10.87E-6,8.747E-6,7.316E-6,6.287E-6,5.512E-6,4.907E-6,4.422E-6,4.024E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
371.5E3,39.22E-6,20.65E-6,14.01E-6,10.61E-6,8.531E-6,7.135E-6,6.132E-6,5.376E-6,4.786E-6,4.313E-6,3.925E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
380.2E3,38.25E-6,20.14E-6,13.67E-6,10.34E-6,8.319E-6,6.958E-6,5.980E-6,5.243E-6,4.667E-6,4.206E-6,3.827E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
389.0E3,37.29E-6,19.63E-6,13.33E-6,10.09E-6,8.112E-6,6.785E-6,5.831E-6,5.112E-6,4.551E-6,4.101E-6,3.732E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
398.1E3,36.36E-6,19.14E-6,12.99E-6,9.834E-6,7.910E-6,6.616E-6,5.686E-6,4.985E-6,4.438E-6,3.999E-6,3.639E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
407.4E3,35.45E-6,18.67E-6,12.67E-6,9.587E-6,7.712E-6,6.450E-6,5.543E-6,4.860E-6,4.327E-6,3.899E-6,3.548E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
416.9E3,34.56E-6,18.20E-6,12.35E-6,9.346E-6,7.518E-6,6.288E-6,5.404E-6,4.738E-6,4.218E-6,3.801E-6,3.459E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
426.6E3,33.69E-6,17.74E-6,12.04E-6,9.111E-6,7.329E-6,6.130E-6,5.268E-6,4.618E-6,4.112E-6,3.705E-6,3.372E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
436.5E3,32.84E-6,17.29E-6,11.73E-6,8.880E-6,7.143E-6,5.974E-6,5.134E-6,4.501E-6,4.007E-6,3.611E-6,3.286E-6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
