freq,v_out1,v_out2,v_out3,v_in
138.0E6,911.6E-9,898.5E-9,891.2E-9,1.000
141.3E6,911.7E-9,898.5E-9,891.2E-9,1.000
144.5E6,911.7E-9,898.5E-9,891.2E-9,1.000
147.9E6,911.7E-9,898.5E-9,891.2E-9,1.000
151.4E6,911.7E-9,898.5E-9,891.2E-9,1.000
154.9E6,911.7E-9,898.5E-9,891.2E-9,1.000
158.5E6,911.7E-9,898.5E-9,891.2E-9,1.000
162.2E6,911.7E-9,898.5E-9,891.2E-9,1.000
166.0E6,911.8E-9,898.5E-9,891.2E-9,1.000
169.8E6,911.8E-9,898.5E-9,891.3E-9,1.000
173.8E6,911.8E-9,898.6E-9,891.3E-9,1.000
177.8E6,911.8E-9,898.6E-9,891.3E-9,1.000
182.0E6,911.8E-9,898.6E-9,891.3E-9,1.000
186.2E6,911.9E-9,898.6E-9,891.3E-9,1.000
190.5E6,911.9E-9,898.6E-9,891.3E-9,1.000
195.0E6,911.9E-9,898.6E-9,891.3E-9,1.000
199.5E6,911.9E-9,898.6E-9,891.3E-9,1.000
204.2E6,912.0E-9,898.6E-9,891.3E-9,1.000
208.9E6,912.0E-9,898.6E-9,891.3E-9,1.000
213.8E6,912.0E-9,898.7E-9,891.3E-9,1.000
218.8E6,912.1E-9,898.7E-9,891.3E-9,1.000
223.9E6,912.1E-9,898.7E-9,891.4E-9,1.000
229.1E6,912.1E-9,898.7E-9,891.4E-9,1.000
234.4E6,912.2E-9,898.7E-9,891.4E-9,1.000
239.9E6,912.2E-9,898.8E-9,891.4E-9,1.000
245.5E6,912.3E-9,898.8E-9,891.4E-9,1.000
251.2E6,912.3E-9,898.8E-9,891.4E-9,1.000
257.0E6,912.4E-9,898.8E-9,891.4E-9,1.000
263.0E6,912.4E-9,898.8E-9,891.4E-9,1.000
269.2E6,912.5E-9,898.9E-9,891.5E-9,1.000
275.4E6,912.5E-9,898.9E-9,891.5E-9,1.000
281.8E6,912.6E-9,898.9E-9,891.5E-9,1.000
288.4E6,912.6E-9,898.9E-9,891.5E-9,1.000
295.1E6,912.7E-9,899.0E-9,891.5E-9,1.000
302.0E6,912.8E-9,899.0E-9,891.5E-9,1.000
309.0E6,912.8E-9,899.0E-9,891.6E-9,1.000
316.2E6,912.9E-9,899.1E-9,891.6E-9,1.000
323.6E6,913.0E-9,899.1E-9,891.6E-9,1.000
331.1E6,913.1E-9,899.1E-9,891.6E-9,1.000
338.8E6,913.2E-9,899.2E-9,891.7E-9,1.000
346.7E6,913.2E-9,899.2E-9,891.7E-9,1.000
354.8E6,913.3E-9,899.3E-9,891.7E-9,1.000
363.1E6,913.4E-9,899.3E-9,891.7E-9,1.000
371.5E6,913.5E-9,899.4E-9,891.8E-9,1.000
380.2E6,913.7E-9,899.4E-9,891.8E-9,1.000
389.0E6,913.8E-9,899.5E-9,891.8E-9,1.000
398.1E6,913.9E-9,899.5E-9,891.9E-9,1.000
407.4E6,914.0E-9,899.6E-9,891.9E-9,1.000
416.9E6,914.1E-9,899.6E-9,891.9E-9,1.000
426.6E6,914.3E-9,899.7E-9,892.0E-9,1.000
436.5E6,914.4E-9,899.8E-9,892.0E-9,1.000
446.7E6,914.6E-9,899.8E-9,892.1E-9,1.000
457.1E6,914.7E-9,899.9E-9,892.1E-9,1.000
467.7E6,914.9E-9,900.0E-9,892.2E-9,1.000
478.6E6,915.1E-9,900.1E-9,892.2E-9,1.000
489.8E6,915.2E-9,900.1E-9,892.3E-9,1.000
501.2E6,915.4E-9,900.2E-9,892.3E-9,1.000
512.9E6,915.6E-9,900.3E-9,892.4E-9,1.000
524.8E6,915.8E-9,900.4E-9,892.4E-9,1.000
537.0E6,916.0E-9,900.5E-9,892.5E-9,1.000
549.5E6,916.3E-9,900.6E-9,892.5E-9,1.000
562.3E6,916.5E-9,900.7E-9,892.6E-9,1.000
575.4E6,916.8E-9,900.8E-9,892.7E-9,1.000
588.8E6,917.0E-9,900.9E-9,892.8E-9,1.000
602.6E6,917.3E-9,901.1E-9,892.8E-9,1.000
616.6E6,917.6E-9,901.2E-9,892.9E-9,1.000
631.0E6,917.9E-9,901.3E-9,893.0E-9,1.000
645.7E6,918.2E-9,901.5E-9,893.1E-9,1.000
660.7E6,918.5E-9,901.6E-9,893.2E-9,1.000
676.1E6,918.8E-9,901.8E-9,893.3E-9,1.000
691.8E6,919.2E-9,902.0E-9,893.4E-9,1.000
707.9E6,919.6E-9,902.1E-9,893.5E-9,1.000
724.4E6,920.0E-9,902.3E-9,893.6E-9,1.000
741.3E6,920.4E-9,902.5E-9,893.7E-9,1.000
758.6E6,920.8E-9,902.7E-9,893.8E-9,1.000
776.2E6,921.3E-9,902.9E-9,894.0E-9,1.000
794.3E6,921.7E-9,903.1E-9,894.1E-9,1.000
812.8E6,922.2E-9,903.3E-9,894.2E-9,1.000
831.8E6,922.7E-9,903.6E-9,894.4E-9,1.000
851.1E6,923.3E-9,903.8E-9,894.6E-9,1.000
871.0E6,923.8E-9,904.1E-9,894.7E-9,1.000
891.3E6,924.4E-9,904.4E-9,894.9E-9,1.000
912.0E6,925.0E-9,904.6E-9,895.1E-9,1.000
933.3E6,925.7E-9,904.9E-9,895.2E-9,1.000
955.0E6,926.4E-9,905.2E-9,895.4E-9,1.000
977.2E6,927.1E-9,905.6E-9,895.6E-9,1.000
1.000E9,927.8E-9,905.9E-9,895.9E-9,1.000
1.023E9,928.6E-9,906.3E-9,896.1E-9,1.000
1.047E9,929.4E-9,906.6E-9,896.3E-9,1.000
1.072E9,930.3E-9,907.0E-9,896.6E-9,1.000
1.096E9,931.1E-9,907.4E-9,896.8E-9,1.000
1.122E9,932.1E-9,907.9E-9,897.1E-9,1.000
1.148E9,933.0E-9,908.3E-9,897.4E-9,1.000
1.175E9,934.1E-9,908.8E-9,897.7E-9,1.000
1.202E9,935.1E-9,909.3E-9,898.0E-9,1.000
1.230E9,936.2E-9,909.8E-9,898.3E-9,1.000
1.259E9,937.4E-9,910.3E-9,898.6E-9,1.000
1.288E9,938.6E-9,910.9E-9,899.0E-9,1.000
1.318E9,939.9E-9,911.5E-9,899.3E-9,1.000
1.349E9,941.2E-9,912.1E-9,899.7E-9,1.000
1.380E9,942.6E-9,912.7E-9,900.1E-9,1.000
1.413E9,944.0E-9,913.4E-9,900.6E-9,1.000
1.445E9,945.6E-9,914.1E-9,901.0E-9,1.000
1.479E9,947.2E-9,914.9E-9,901.5E-9,1.000
1.514E9,948.8E-9,915.6E-9,901.9E-9,1.000
1.549E9,950.6E-9,916.5E-9,902.4E-9,1.000
1.585E9,952.4E-9,917.3E-9,903.0E-9,1.000
1.622E9,954.3E-9,918.2E-9,903.5E-9,1.000
1.660E9,956.2E-9,919.1E-9,904.1E-9,1.000
1.698E9,958.3E-9,920.1E-9,904.7E-9,1.000
1.738E9,960.5E-9,921.1E-9,905.4E-9,1.000
1.778E9,962.7E-9,922.2E-9,906.0E-9,1.000
1.820E9,965.1E-9,923.3E-9,906.7E-9,1.000
1.862E9,967.6E-9,924.4E-9,907.5E-9,1.000
1.905E9,970.1E-9,925.6E-9,908.2E-9,1.000
1.950E9,972.8E-9,926.9E-9,909.0E-9,1.000
1.995E9,975.6E-9,928.2E-9,909.8E-9,1.000
2.042E9,978.6E-9,929.6E-9,910.7E-9,1.000
2.089E9,981.6E-9,931.1E-9,911.6E-9,1.000
2.138E9,984.8E-9,932.6E-9,912.6E-9,1.000
2.188E9,988.1E-9,934.2E-9,913.6E-9,1.000
2.239E9,991.6E-9,935.8E-9,914.6E-9,1.000
2.291E9,995.2E-9,937.6E-9,915.7E-9,1.000
2.344E9,999.0E-9,939.4E-9,916.9E-9,1.000
2.399E9,1.003E-6,941.3E-9,918.1E-9,1.000
2.455E9,1.007E-6,943.2E-9,919.3E-9,1.000
2.512E9,1.011E-6,945.3E-9,920.6E-9,1.000
2.570E9,1.016E-6,947.5E-9,922.0E-9,1.000
2.630E9,1.021E-6,949.7E-9,923.4E-9,1.000
2.692E9,1.025E-6,952.1E-9,924.9E-9,1.000
2.754E9,1.030E-6,954.5E-9,926.5E-9,1.000
2.818E9,1.036E-6,957.1E-9,928.1E-9,1.000
2.884E9,1.041E-6,959.8E-9,929.8E-9,1.000
2.951E9,1.047E-6,962.6E-9,931.6E-9,1.000
3.020E9,1.053E-6,965.5E-9,933.5E-9,1.000
3.090E9,1.059E-6,968.5E-9,935.4E-9,1.000
3.162E9,1.066E-6,971.7E-9,937.5E-9,1.000
3.236E9,1.072E-6,975.1E-9,939.6E-9,1.000
3.311E9,1.079E-6,978.5E-9,941.8E-9,1.000
3.388E9,1.087E-6,982.1E-9,944.1E-9,1.000
3.467E9,1.094E-6,985.9E-9,946.6E-9,1.000
3.548E9,1.102E-6,989.9E-9,949.1E-9,1.000
3.631E9,1.110E-6,994.0E-9,951.7E-9,1.000
3.715E9,1.119E-6,998.2E-9,954.5E-9,1.000
3.802E9,1.128E-6,1.003E-6,957.4E-9,1.000
3.890E9,1.137E-6,1.007E-6,960.4E-9,1.000
3.981E9,1.146E-6,1.012E-6,963.5E-9,1.000
4.074E9,1.156E-6,1.017E-6,966.8E-9,1.000
4.169E9,1.167E-6,1.023E-6,970.2E-9,1.000
4.266E9,1.177E-6,1.028E-6,973.8E-9,1.000
4.365E9,1.188E-6,1.034E-6,977.5E-9,1.000
4.467E9,1.200E-6,1.040E-6,981.4E-9,1.000
4.571E9,1.212E-6,1.046E-6,985.5E-9,1.000
4.677E9,1.224E-6,1.052E-6,989.7E-9,1.000
4.786E9,1.237E-6,1.059E-6,994.1E-9,1.000
4.898E9,1.250E-6,1.066E-6,998.7E-9,1.000
5.012E9,1.264E-6,1.073E-6,1.003E-6,1.000
5.129E9,1.278E-6,1.081E-6,1.008E-6,1.000
5.248E9,1.293E-6,1.089E-6,1.014E-6,1.000
5.370E9,1.308E-6,1.097E-6,1.019E-6,1.000
5.495E9,1.324E-6,1.105E-6,1.025E-6,1.000
5.623E9,1.340E-6,1.114E-6,1.031E-6,1.000
5.754E9,1.357E-6,1.123E-6,1.037E-6,1.000
5.888E9,1.374E-6,1.133E-6,1.043E-6,1.000
6.026E9,1.392E-6,1.143E-6,1.050E-6,1.000
6.166E9,1.411E-6,1.153E-6,1.057E-6,1.000
6.310E9,1.430E-6,1.163E-6,1.064E-6,1.000
6.457E9,1.450E-6,1.174E-6,1.071E-6,1.000
6.607E9,1.471E-6,1.186E-6,1.079E-6,1.000
6.761E9,1.492E-6,1.198E-6,1.087E-6,1.000
6.918E9,1.514E-6,1.210E-6,1.095E-6,1.000
7.079E9,1.536E-6,1.223E-6,1.104E-6,1.000
7.244E9,1.560E-6,1.236E-6,1.113E-6,1.000
7.413E9,1.584E-6,1.250E-6,1.122E-6,1.000
7.586E9,1.608E-6,1.264E-6,1.132E-6,1.000
7.762E9,1.634E-6,1.278E-6,1.142E-6,1.000
7.943E9,1.660E-6,1.294E-6,1.153E-6,1.000
8.128E9,1.687E-6,1.309E-6,1.164E-6,1.000
8.318E9,1.715E-6,1.326E-6,1.175E-6,1.000
8.511E9,1.744E-6,1.342E-6,1.187E-6,1.000
8.710E9,1.774E-6,1.360E-6,1.199E-6,1.000
8.913E9,1.804E-6,1.378E-6,1.211E-6,1.000
9.120E9,1.835E-6,1.396E-6,1.224E-6,1.000
9.333E9,1.868E-6,1.415E-6,1.238E-6,1.000
9.550E9,1.901E-6,1.435E-6,1.252E-6,1.000
9.772E9,1.935E-6,1.455E-6,1.266E-6,1.000
10.00E9,1.970E-6,1.477E-6,1.281E-6,1.000
